id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude,section_prefixe
"2022-527437","2022-01-26","1","Vente","534000.0","7","None","RUE DE L ASILE POPINCOURT","0497","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0024","None","None","127","nan","62","55.34","None","nan","None","None","None","None","2","3","Dépendance","nan","0","None","None","None","None","None","2.374524","48.860055","000BB"
"2022-525664","2022-01-14","1","Vente","360000.0","68","None","BD RICHARD LENOIR","8208","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0038","None","None","1055","nan","1095","32.8","None","nan","None","None","None","None","2","2","Appartement","32.0","1","None","None","None","None","None","2.373428","48.860671","000BB"
"2022-525664","2022-01-14","1","Vente","360000.0","68","None","BD RICHARD LENOIR","8208","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0038","None","None","1055","nan","1095","32.8","None","nan","None","None","None","None","2","3","Dépendance","nan","0","None","None","None","None","None","2.373428","48.860671","000BB"
"2021-1613681","2021-12-28","1","Vente","310000.0","5","B","RUE DE L ASILE POPINCOURT","0497","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0029","None","None","12","31.8","40","nan","None","nan","None","None","None","None","2","2","Appartement","31.0","2","None","None","None","None","None","2.374117","48.859949","000BB"
"2021-1613681","2021-12-28","1","Vente","310000.0","5","B","RUE DE L ASILE POPINCOURT","0497","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0029","None","None","12","31.8","40","nan","None","nan","None","None","None","None","2","3","Dépendance","nan","0","None","None","None","None","None","2.374117","48.859949","000BB"
"2021-1613524","2021-12-23","1","Vente","690000.0","68","None","BD RICHARD LENOIR","8208","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0038","None","None","1039","nan","1112","55.04","None","nan","None","None","None","None","2","2","Appartement","55.0","2","None","None","None","None","None","2.373428","48.860671","000BB"
"2021-1613524","2021-12-23","1","Vente","690000.0","68","None","BD RICHARD LENOIR","8208","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0038","None","None","1039","nan","1112","55.04","None","nan","None","None","None","None","2","3","Dépendance","nan","0","None","None","None","None","None","2.373428","48.860671","000BB"
"2021-1612324","2021-12-16","1","Vente","838900.0","8","None","IMP TRUILLOT","9489","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0014","None","None","1","nan","17","nan","55","nan","56","None","None","None","4","2","Appartement","30.0","1","None","None","None","None","None","2.37449","48.860429","000BB"
"2021-1612324","2021-12-16","1","Vente","838900.0","8","None","IMP TRUILLOT","9489","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0014","None","None","1","nan","17","nan","55","nan","56","None","None","None","4","4","Local industriel. commercial ou assimilé","48.0","0","None","None","None","None","None","2.37449","48.860429","000BB"
"2021-1612224","2021-12-15","1","Vente","130000.0","8","None","IMP TRUILLOT","9489","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0014","None","None","67","nan","None","nan","None","nan","None","None","None","None","1","2","Appartement","13.0","1","None","None","None","None","None","2.37449","48.860429","000BB"
"2021-1612762","2021-12-15","1","Vente","300000.0","76","None","BD VOLTAIRE","9907","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0010","None","None","130","29.61","181","nan","None","nan","None","None","None","None","2","2","Appartement","29.0","1","None","None","None","None","None","2.373846","48.860916","000BB"
"2021-1612762","2021-12-15","1","Vente","300000.0","76","None","BD VOLTAIRE","9907","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0010","None","None","130","29.61","181","nan","None","nan","None","None","None","None","2","3","Dépendance","nan","0","None","None","None","None","None","2.373846","48.860916","000BB"
"2021-1612762","2021-12-15","1","Vente","300000.0","76","None","BD VOLTAIRE","9907","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0010","None","None","717","nan","None","nan","None","nan","None","None","None","None","1","3","Dépendance","nan","0","None","None","None","None","None","2.373846","48.860916","000BB"
"2021-1612499","2021-12-09","1","Vente","600000.0","76","None","BD VOLTAIRE","9907","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0010","None","None","724","nan","None","nan","None","nan","None","None","None","None","1","3","Dépendance","nan","0","None","None","None","None","None","2.373846","48.860916","000BB"
"2021-1611431","2021-12-02","1","Vente","1196000.0","74","None","BD RICHARD LENOIR","8208","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0040","None","None","48","nan","8","108.22","None","nan","None","None","None","None","2","2","Appartement","105.0","4","None","None","None","None","None","2.373197","48.860941","000BB"
"2021-1612898","2021-12-01","1","Vente","298550.0","68","None","BD RICHARD LENOIR","8208","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0038","None","None","1027","nan","1107","25.91","None","nan","None","None","None","None","2","2","Appartement","26.0","1","None","None","None","None","None","2.373428","48.860671","000BB"
"2021-1612898","2021-12-01","1","Vente","298550.0","68","None","BD RICHARD LENOIR","8208","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0038","None","None","1027","nan","1107","25.91","None","nan","None","None","None","None","2","3","Dépendance","nan","0","None","None","None","None","None","2.373428","48.860671","000BB"
"2021-1610821","2021-11-19","1","Vente","24500.0","76","None","BD VOLTAIRE","9907","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0010","None","None","443","nan","None","nan","None","nan","None","None","None","None","1","3","Dépendance","nan","0","None","None","None","None","None","2.373846","48.860916","000BB"
"2021-1610821","2021-11-19","1","Vente","24500.0","76","None","BD VOLTAIRE","9907","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0010","None","None","438","nan","None","nan","None","nan","None","None","None","None","1","3","Dépendance","nan","0","None","None","None","None","None","2.373846","48.860916","000BB"
"2021-1610821","2021-11-19","1","Vente","24500.0","76","None","BD VOLTAIRE","9907","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0010","None","None","436","nan","None","nan","None","nan","None","None","None","None","1","3","Dépendance","nan","0","None","None","None","None","None","2.373846","48.860916","000BB"
"2021-1611080","2021-11-18","1","Vente","24500.0","76","None","BD VOLTAIRE","9907","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0010","None","None","438","nan","None","nan","None","nan","None","None","None","None","1","3","Dépendance","nan","0","None","None","None","None","None","2.373846","48.860916","000BB"
"2021-1610018","2021-11-04","1","Vente","781500.0","3","None","RUE DE L ASILE POPINCOURT","0497","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0033","None","None","2","nan","25","77.77","None","nan","None","None","None","None","2","2","Appartement","77.0","3","None","None","None","None","None","2.373596","48.85981","000BB"
"2021-1610018","2021-11-04","1","Vente","781500.0","3","None","RUE DE L ASILE POPINCOURT","0497","75011","75111","Paris 11e Arrondissement","75","None","None","75111000BB0033","None","None","2","nan","25","77.77","None","nan","None","None","None","None","2","3","Dépendance","nan","0","None","None","None","None","None","2.373596","48.85981","000BB"
